TEMP_ID,SEX,DEPARTMENT,TCAS ROUND,FIRST_GPA,SECOND_GPA,GPAX,COMP_PROG_REG_SEM,COMP_PROG_GRADE,COMP_PROG_ATMPT,EXPLORE_ENG_GRADE,EXPLORE_ENG_ATMPT,ENG_MATERIAL_GRADE,ENG_MATERIAL_ATMPT,GEN_CHEM_GRADE,GEN_CHEM_ATMPT,GEN_CHEMLAB_GRADE,GEN_CHEMLAB_ATMPT,ENG_DRAWING_GRADE,ENG_DRAWING_ATMPT
A466,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,4.00,3.93,3.96,1,A,1,A,1,,,A,1,A,1,,
A467,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.91,3.63,3.57,1,A,1,B+,1,,,B,1,A,1,,
A468,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.53,3.45,3.49,1,B+,1,B+,1,,,B+,1,C+,1,,
A469,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.91,3.18,3.57,1,A,1,A,1,,,C+,1,B,1,,
A470,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,4.00,4.00,4.00,1,A,1,A,1,,,A,1,A,1,,
A471,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.72,3.20,3.43,1,A,1,A,1,,,B,1,B+,1,,
A472,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,4.00,3.23,3.57,1,A,1,A,1,,,C+,1,C+,1,,
A473,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.91,3.45,3.70,1,A,1,A,1,,,B+,1,B+,1,,
A474,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,4.00,4.00,4.00,1,A,1,A,1,,,A,1,A,1,,
A475,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.53,2.40,2.99,1,A,1,A,1,,,C,1,B,1,,
A476,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.81,2.82,3.30,1,A,1,A,1,,,C+,1,B+,1,,
A477,F,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,4.00,3.48,3.71,1,A,1,A,1,,,B,1,A,1,,
A478,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,4.00,3.93,3.96,1,A,1,A,1,,,A,1,A,1,,
A479,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,4.00,3.48,3.71,1,A,1,A,1,,,C,1,B+,1,,
A480,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.63,3.13,3.40,1,A,1,B+,1,,,B,1,A,1,,
A481,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.53,3.15,3.31,1,A,1,A,1,,,C+,1,B+,1,,
A482,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.81,3.90,3.86,1,A,1,A,1,,,A,1,A,1,,
A483,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,4.00,3.60,3.78,1,A,1,A,1,,,B+,1,A,1,,
A484,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,4.00,3.93,3.96,1,A,1,A,1,,,A,1,A,1,,
A485,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,4.00,4.00,4.00,1,A,1,A,1,,,A,1,A,1,,
A486,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.31,3.63,3.48,,,,,,,,,,,,,
A487,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.81,3.38,3.57,1,B+,1,A,1,,,B,1,A,1,,
A488,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.91,3.63,3.75,1,B+,1,A,1,,,A,1,A,1,,
A489,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,4.00,3.93,3.96,1,A,1,A,1,,,B+,1,A,1,,
A490,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,4.00,4.00,4.00,1,A,1,A,1,,,A,1,A,1,,
A491,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,2.75,0.00,1.57,1,C,1,B,1,,,F,1,,,,
A492,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.34,3.32,3.33,1,A,1,A,1,,,C,1,B,1,,
A493,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,4.00,3.90,3.94,1,A,1,A,1,,,A,1,A,1,,
A494,F,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,2.69,2.76,2.73,1,B,1,D,1,,,C,1,A,1,,
A495,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.00,3.10,3.06,1,C+,1,C,1,,,D+,1,C,1,,
A496,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.44,2.85,3.11,1,C+,1,A,1,,,C,1,C+,1,,
A497,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.81,3.63,3.71,1,A,1,A,1,,,B,1,A,1,,
A498,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.06,2.75,3.01,1,C,1,B+,1,,,D+,1,B+,1,,
A499,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.91,3.63,3.75,1,A,1,A,1,,,B,1,A,1,,
A500,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,4.00,4.00,4.00,1,A,1,A,1,,,A,1,A,1,,
A501,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.39,2.75,3.10,1,A,1,A,1,,,B+,1,,,,
A502,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.58,3.33,3.45,1,A,1,A,1,,,B,1,A,1,,
A503,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.72,3.35,3.51,1,A,1,A,1,,,C+,1,B,1,,
A504,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.53,0.00,1.57,1,A,1,B+,1,,,F,1,F,1,,
A505,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.81,3.68,3.74,1,A,1,A,1,,,C+,1,B+,1,,
A506,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,4.00,4.00,4.00,1,A,1,A,1,,,A,1,A,1,,
A507,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.72,3.55,3.63,1,A,1,A,1,,,B,1,A,1,,
A508,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.53,3.29,3.42,1,B+,1,A,1,,,B,1,A,1,,
A509,F,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS3 Admissions,3.13,3.39,3.26,,,,,,,,,,,,,
A510,F,ภาควิชาวิศวกรรมนิวเคลียร์,TCAS3 Admissions,2.74,1.88,2.54,1,D,1,A,1,C+,1,D+,1,B,1,D,1
A511,F,ภาควิชาวิศวกรรมนิวเคลียร์,TCAS3 Admissions,2.91,1.41,2.14,1,D,1,A,1,B+,1,D+,1,B+,1,D,1
A512,M,ภาควิชาวิศวกรรมนิวเคลียร์,TCAS3 Admissions,3.53,2.85,3.32,1,A,1,A,1,B,1,B,1,A,1,D,1
A513,M,ภาควิชาวิศวกรรมนิวเคลียร์,TCAS3 Admissions,2.72,0.00,3.06,1,D,1,A,1,C+,1,,,,,,
A514,M,ภาควิชาวิศวกรรมนิวเคลียร์,TCAS3 Admissions,2.74,2.57,2.95,1,D+,1,A,1,C+,1,C+,1,B+,1,C+,1
A515,M,ภาควิชาวิศวกรรมนิวเคลียร์,TCAS3 Admissions,2.56,0.00,,1,W,1,C+,1,C,1,M,1,B,1,M,1
A516,F,ภาควิชาวิศวกรรมนิวเคลียร์,TCAS3 Admissions,2.50,2.59,2.77,1,B,1,A,1,C+,1,B+,1,A,1,D,1
A517,F,ภาควิชาวิศวกรรมนิวเคลียร์,TCAS3 Admissions,3.25,2.76,3.00,1,W,1,A,1,B,1,C+,1,B,1,B,1
A518,M,ภาควิชาวิศวกรรมนิวเคลียร์,TCAS3 Admissions,3.61,3.56,3.64,1,B+,1,A,1,A,1,B+,1,A,1,B+,1
A519,M,ภาควิชาวิศวกรรมนิวเคลียร์,TCAS3 Admissions,0.95,0.00,,1,W,1,W,1,W,1,M,1,F,1,M,1
A520,M,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,2.59,2.25,2.58,1,D+,1,A,1,C+,1,C,1,B+,1,C+,1
A521,M,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,2.31,2.53,2.64,1,W,1,B+,1,D+,1,D,1,C+,1,B,1
A522,M,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,2.92,2.63,2.82,1,W,1,A,1,C+,1,C,1,C+,1,A,1
A523,M,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,3.25,2.91,3.06,1,D,2,B+,1,B+,1,C+,1,B+,1,C+,1
A524,M,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,2.62,2.21,2.39,1,W,1,B+,1,D+,1,C,1,B,1,W,1
A525,F,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,2.06,1.96,2.02,1,W,1,A,1,D,1,C+,1,B,1,W,1
A526,M,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,2.28,1.44,2.03,1,D,1,A,1,D+,1,D,1,B,1,D+,1
A527,M,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,2.11,2.21,2.21,1,D,2,A,1,C,1,D+,1,B,1,D+,1
A528,M,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,2.72,1.76,2.31,1,C,2,B+,1,B,1,D+,1,C+,1,D,1
A529,M,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,1.47,1.24,1.35,1,W,1,C,1,D+,1,D,1,B,1,F,1
A530,F,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,2.31,2.04,2.18,1,D+,2,C,1,D+,1,C+,1,C+,1,D+,1
A531,M,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,2.92,2.61,2.89,1,D,1,A,1,C+,1,C,1,B,1,A,1
A532,F,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,2.68,2.24,2.47,1,D,1,A,1,B,1,C,1,B,1,D+,1
A533,M,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,3.45,3.38,3.42,1,A,1,A,1,A,1,B+,1,A,1,A,1
A534,F,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,2.47,2.36,2.43,1,D,2,B,1,C+,1,C+,1,C+,1,D+,1
A535,M,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,2.71,2.56,2.64,1,D,1,A,1,C+,1,C+,1,B,1,C+,1
A536,F,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,2.38,2.14,2.32,1,D,2,A,1,C,1,W,1,B,1,D,1
A537,M,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,3.27,2.94,3.24,1,W,1,B,1,B+,1,C,1,B,1,B,1
A538,M,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,2.62,1.82,2.26,1,W,1,A,1,C,1,D+,1,B+,1,D+,1
A539,M,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,4.00,3.00,3.50,1,W,1,W,1,W,1,,,,,,
A540,M,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,2.50,2.18,2.64,1,W,1,C,1,C+,1,C,1,C+,1,D+,1
A541,F,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,2.81,2.74,2.85,1,C+,2,B+,1,C,1,C+,1,C+,1,B,1
A542,M,ภาควิชาวิศวกรรมโลหการ,TCAS3 Admissions,2.53,2.41,2.47,1,D+,1,A,1,C+,1,C+,1,B,1,C+,1
A543,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,3.76,3.79,3.78,1,B+,1,A,1,B,1,B,1,A,1,A,1
A544,F,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,3.00,2.45,2.72,3,D,1,,,C,1,W,1,,,C+,1
A545,F,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,2.50,3.25,2.75,,,,,,C,1,,,,,,
A546,F,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,2.63,2.33,2.78,1,D,1,A,1,B,1,,,,,,
A547,F,ภาควิชาวิศวกรรมอุตสาหการ,TCAS3 Admissions,3.00,3.50,3.25,,,,,,B,1,,,,,,
A548,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,4.00,3.88,3.94,1,A,1,A,1,A,1,B+,1,B+,1,A,1
A549,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,3.59,2.82,3.26,1,C,1,A,1,B+,1,C+,1,B+,1,D,1
A550,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,3.25,2.74,3.03,1,D+,1,A,1,C,1,C+,1,B+,1,D,1
A551,F,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,3.61,3.91,3.75,1,B,1,A,1,A,1,A,1,A,1,A,1
A552,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,3.66,3.00,3.40,1,A,1,B+,1,B,1,C+,1,B+,1,D+,1
A553,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,3.68,3.68,3.68,1,B,1,A,1,A,1,B+,1,B+,1,B+,1
A554,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,3.52,3.74,3.62,1,C+,1,A,1,B,1,A,1,A,1,C+,1
A555,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,3.66,3.65,3.65,1,B,1,A,1,B+,1,B+,1,A,1,B+,1
A556,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.88,1.61,2.28,1,W,1,A,1,B,1,F,1,C,1,D+,1
A557,M,ภาควิชาวิศวกรรมโยธา,TCAS3 Admissions,2.47,2.54,2.42,1,D,1,A,1,C+,1,D+,1,B,1,B,1
A558,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS2 Quota,3.22,2.53,2.86,1,W,1,B+,1,B,1,D+,1,B,1,C+,1
A559,F,ภาควิชาวิศวกรรมโยธา,TCAS1 Portfolio,1.85,2.12,1.92,1,W,1,A,1,D,1,D+,1,B,1,D,1
A560,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,3.81,3.48,3.63,1,A,1,A,1,,,C+,1,B,1,,
A561,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,0.00,0.00,0.00,,,,,,,,,,,,,
A562,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,3.84,3.63,3.73,1,A,1,B+,1,,,B,1,A,1,,
A563,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,4.00,3.85,3.92,1,A,1,A,1,,,B+,1,A,1,,
A564,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,2.95,2.73,2.92,1,A,1,A,1,,,D+,1,B+,1,,
A565,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,3.44,3.45,3.52,1,A,1,A,1,,,B,1,A,1,,
A566,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,3.06,2.78,3.02,1,A,1,A,1,,,C,1,B,1,,
A567,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,4.00,3.93,3.96,1,A,1,A,1,,,A,1,A,1,,
A568,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,3.92,4.00,3.96,1,A,1,A,1,,,A,1,A,1,,
A569,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,3.53,3.30,3.49,1,A,1,A,1,,,C+,1,B+,1,,
A570,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,3.37,2.85,3.10,1,A,1,A,1,,,C+,1,B,1,,
A571,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,3.63,3.55,3.58,1,A,1,A,1,,,C+,1,A,1,,
A572,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,4.00,3.60,3.79,1,A,1,A,1,,,C+,1,B+,1,,
A573,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,0.00,0.00,0.00,,,,,,,,,,,,,
A574,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,3.16,3.54,3.44,1,A,1,A,1,,,W,1,B+,1,,
A575,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,3.44,2.65,3.00,1,A,1,B+,1,,,D+,1,C+,1,,
A576,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,3.25,2.75,3.08,1,A,1,A,1,,,D+,1,B+,1,,
A577,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,4.00,4.00,4.00,1,A,1,A,1,,,A,1,A,1,,
A578,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,3.13,2.78,2.93,1,A,1,A,1,,,D+,1,B,1,,
A579,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,3.72,3.85,3.79,1,A,1,A,1,,,B+,1,A,1,,
A580,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,3.53,2.93,3.19,1,A,1,A,1,,,C,1,B+,1,,
A581,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,3.84,2.98,3.48,1,A,1,A,1,,,D+,1,B+,1,,
A582,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,3.63,3.68,3.67,1,A,1,B,1,,,C+,1,B+,1,,
A583,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,3.92,3.38,3.64,1,A,1,A,1,,,C+,1,B+,1,,
A584,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,3.72,3.05,3.35,1,A,1,B+,1,,,C,1,B,1,,
A585,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,3.03,2.95,2.99,1,A,1,A,1,,,D+,1,B+,1,,
A586,F,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,3.72,3.85,3.79,1,A,1,A,1,,,B+,1,A,1,,
A587,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,4.00,4.00,4.00,1,A,1,A,1,,,A,1,A,1,,
A588,F,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,3.45,3.35,3.40,1,A,1,A,1,,,C+,1,B+,1,,
A589,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,3.13,2.71,2.91,1,A,1,A,1,,,D+,1,C+,1,,
A590,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,3.53,3.15,3.32,1,A,1,A,1,,,C+,1,B+,1,,
A591,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS1 Portfolio,3.84,3.82,3.83,1,A,1,A,1,B+,1,A,1,A,1,A,1
A592,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,4.00,3.93,3.96,1,A,1,A,1,,,B+,1,A,1,,
A593,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,3.34,3.33,3.33,1,A,1,A,1,,,C,1,A,1,,
A594,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,3.16,2.90,3.09,1,A,1,B,1,,,C,1,B+,1,,
A595,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,3.91,3.98,3.94,1,A,1,B+,1,,,A,1,A,1,,
A596,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS2 Quota,3.58,3.12,3.36,1,A,1,A,1,B,1,C+,1,B,1,A,1
A597,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS2 Quota,3.76,3.82,3.79,1,A,1,A,1,B+,1,B+,1,A,1,A,1
A598,F,ภาควิชาวิศวกรรมอุตสาหการ,TCAS2 Quota,3.13,3.41,3.26,1,D+,1,B+,1,C,1,B,1,A,1,A,1
A599,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS2 Quota,2.71,2.74,2.87,1,C+,1,A,1,C,1,C,1,B+,1,B+,1
A600,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS2 Quota,3.29,2.88,3.10,1,B+,1,A,1,C+,1,C+,1,B+,1,B,1
A601,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS2 Quota,2.71,2.53,2.63,1,C,1,B,1,C+,1,D+,1,B,1,A,1
A602,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS2 Quota,3.41,3.66,3.54,2,A,1,A,1,A,1,B,1,B,1,A,1
A603,M,ภาควิชาวิศวกรรมสำรวจ,TCAS2 Quota,2.07,1.37,1.86,2,W,2,B+,1,F,1,D+,2,C+,1,D+,1
A604,M,ไม่สังกัดภาควิชา/เทียบเท่า,TCAS2 Quota,0.00,,,,,,,,,,M,1,F,1,M,1
A605,F,ภาควิชาวิศวกรรมอุตสาหการ,TCAS2 Quota,3.53,3.68,3.64,2,C,1,A,1,A,1,B,1,B+,1,C+,1
A606,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS2 Quota,3.82,3.76,3.79,2,A,1,A,1,B+,1,B+,1,A,1,A,1
A607,M,ภาควิชาวิศวกรรมโยธา,TCAS2 Quota,2.71,3.18,2.96,2,A,1,A,1,B,1,C+,1,C+,1,B,1
A608,M,ภาควิชาวิศวกรรมโยธา,TCAS2 Quota,2.29,2.75,2.52,2,B,1,A,1,D,1,D,1,C+,1,C,1
A609,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS2 Quota,3.68,3.76,3.72,2,A,1,A,1,B+,1,B,1,B,1,A,1
A610,M,ไม่สังกัดภาควิชา/เทียบเท่า,TCAS2 Quota,2.06,1.89,1.97,2,F,1,A,1,D,1,C,1,B,1,D+,1
A611,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS1 Portfolio,3.11,2.57,2.78,2,F,1,A,1,C+,1,C,1,C,1,D,2
A612,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS1 Portfolio,3.62,4.00,3.85,2,A,1,A,1,A,1,B+,1,B+,1,A,1
A613,M,ภาควิชาวิศวกรรมนิวเคลียร์,TCAS1 Portfolio,2.15,2.21,2.18,2,B,1,B,1,C+,1,D+,1,B,1,D+,1
A614,M,ไม่สังกัดภาควิชา/เทียบเท่า,TCAS1 Portfolio,4.00,0.00,4.00,,,,,,,,W,1,W,1,W,1
A615,M,ภาควิชาวิศวกรรมโลหการ,TCAS1 Portfolio,1.47,2.25,2.14,2,D+,1,A,1,D+,1,D,1,C,1,D+,1
A616,M,ภาควิชาวิศวกรรมโลหการ,TCAS1 Portfolio,2.06,2.08,2.07,2,A,1,B+,1,D+,1,D,1,B,1,C+,1
A617,M,ภาควิชาวิศวกรรมเคมี,TCAS1 Portfolio,3.35,3.50,3.43,2,B+,1,A,1,B,1,B,1,B+,1,A,1
A618,F,ภาควิชาวิศวกรรมโยธา,TCAS1 Portfolio,2.59,2.79,2.69,2,D+,1,A,1,B+,1,C,1,A,1,C,1
A619,M,ภาควิชาวิศวกรรมโยธา,TCAS1 Portfolio,2.06,2.66,2.46,2,B,1,A,1,D+,1,D,1,C+,1,C,2
A620,M,ภาควิชาวิศวกรรมโลหการ,TCAS1 Portfolio,2.50,2.68,2.74,2,A,1,A,1,C,1,C,1,B,1,D,2
A621,M,ภาควิชาวิศวกรรมเคมี,TCAS1 Portfolio,2.06,2.66,2.40,2,B,1,A,1,C+,1,D+,1,B,1,B,2
A622,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS1 Portfolio,3.07,3.18,3.26,2,C+,1,A,1,B,1,B,1,B,1,B,2
A623,F,ภาควิชาวิศวกรรมไฟฟ้า,TCAS1 Portfolio,3.56,3.84,3.71,2,A,1,A,1,A,1,B,1,A,1,A,1
A624,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS1 Portfolio,3.74,4.00,3.88,2,A,1,A,1,A,1,A,1,A,1,A,1
A625,M,ภาควิชาวิศวกรรมเคมี,TCAS1 Portfolio,1.76,2.76,2.29,2,A,1,A,1,C,1,D,1,B,1,C+,1
A626,M,ภาควิชาวิศวกรรมเคมี,TCAS1 Portfolio,1.31,2.84,2.20,2,A,1,A,1,D+,1,F,1,W,1,C+,1
A627,M,ไม่สังกัดภาควิชา/เทียบเท่า,TCAS1 Portfolio,0.96,1.84,1.43,2,D+,1,A,1,D,1,F,1,C+,1,W,2
A628,M,ภาควิชาวิศวกรรมสำรวจ,TCAS1 Portfolio,1.76,2.26,2.03,2,B+,1,A,1,B,1,D+,1,C+,1,C+,1
A629,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS1 Portfolio,3.18,3.42,3.31,2,A,1,A,1,B+,1,C+,1,B+,1,C,1
A630,M,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS1 Portfolio,2.29,2.66,2.48,2,C,1,A,1,C+,1,D+,1,B,1,C+,1
A631,F,ภาควิชาวิศวกรรมนิวเคลียร์,TCAS1 Portfolio,2.50,3.00,2.69,2,D,2,A,1,D+,1,D+,1,B+,1,C+,1
A632,M,ภาควิชาวิศวกรรมอุตสาหการ,TCAS1 Portfolio,3.15,3.37,3.26,2,B+,1,A,1,B+,1,C+,1,B+,1,B+,1
A633,M,ภาควิชาวิศวกรรมเครื่องกล,TCAS1 Portfolio,3.56,3.89,3.74,2,A,1,A,1,B+,1,B+,1,A,1,C,1
A634,F,ภาควิชาวิศวกรรมสิ่งแวดล้อม,TCAS1 Portfolio,1.23,2.04,2.03,2,D,2,A,1,D,1,D,1,B,1,D,2
A635,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS1 Portfolio,3.03,3.11,3.17,2,W,2,A,1,B,1,B,1,A,1,B,1
A636,F,ไม่สังกัดภาควิชา/เทียบเท่า,TCAS1 Portfolio,2.30,0.00,,2,,1,,1,,1,C,1,B+,1,,2
A637,M,ภาควิชาวิศวกรรมโยธา,TCAS1 Portfolio,2.29,2.55,2.67,2,D,1,A,1,C,1,D+,1,B,1,B,2
A638,F,ภาควิชาวิศวกรรมโยธา,TCAS1 Portfolio,1.45,2.25,2.35,2,D,1,A,1,B,1,D+,1,B+,1,C+,2
A639,M,ภาควิชาวิศวกรรมไฟฟ้า,TCAS1 Portfolio,3.65,3.76,3.75,2,A,1,A,1,B+,1,B,1,A,1,A,1
A640,F,ไม่สังกัดภาควิชา/เทียบเท่า,TCAS1 Portfolio,1.05,1.63,1.42,2,D+,1,B,1,D+,1,W,2,B,1,D,2
A641,M,ภาควิชาวิศวกรรมคอมพิวเตอร์,TCAS1 Portfolio,3.65,3.84,3.75,2,A,1,A,1,B+,1,B+,1,A,1,B+,1
